	13			28		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
	8			15		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	9			15		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	11			15		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	13			27		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	9			15		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
	8			15		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
	11			15		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
	13			27		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
	8			15		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	9			15		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	10			15		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	13			21		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	9			15		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	8			15		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	10			15		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	13			21		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	//semeden 5stamina 7helm 8armor 9pants10gloves 11boots 
	7			40		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	8			40		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	10			40		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	11			40		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	
	//semeden 10stamina 7helm 8armor 9pants10gloves 11boots 
	7			40		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	8			40		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	10			40		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	11			40		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	
	
	//chrono 5stamina 7helm 8armor 9pants10gloves 11boots 
	7			40		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	9			40		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	10			40		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	13			24		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	
	//chrono 10stamina 7helm 8armor 9pants10gloves 11boots 
	7			40		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
	9			40		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
	10			40		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
	13			24		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	
	
	//agnis 5stamina 7helm 8armor 9pants10gloves 11boots 
	7			26		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	8			26		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	9			26		0		0		0		-1		0		0		5			31			-1				-1					-1				0				50
	13			9		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	
	//agnis 10stamina 7helm 8armor 9pants10gloves 11boots 
	7			26		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
	8			26		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
	9			26		0		0		0		-1		0		0		9			31			-1				-1					-1				0				50
	13			9		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	
	//broy 5stamina 7helm 8armor 9pants10gloves 11boots 
	9			26		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	10			26		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	11			26		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	13			25		0		0		0		-1		0		0		6			31			-1				-1					-1				0				50
	
	//broy 10stamina 7helm 8armor 9pants10gloves 11boots 
	9			26		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	10			26		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	11			26		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
	13			25		0		0		0		-1		0		0		10			31			-1				-1					-1				0				50
end
